"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990089","BP","GO:1990089","response to nerve growth factor","11/1218","48/18614",0.000214915264170764,0.00502264932191674,0.00415586631690834,"KCNC2/NTRK3/NTRK2/MAPT/BDNF/MAGI2/TAC1/NTF4/KCNC1/NTF3/CALCA",11
"GO:0033555","BP","GO:0033555","multicellular organismal response to stress","16/1218","90/18614",0.000220833481195727,0.00513717701878354,0.00425062941248918,"BCL2/GRPR/TAC1/TRPA1/ATP1A2/CRHR1/ADAM11/THBS4/GABRA5/HCN1/ADRB1/TACR1/SLC6A2/SLC1A1/CALCA/UMOD",16
"GO:1901654","BP","GO:1901654","response to ketone","28/1218","208/18614",0.000222402487144034,0.00514612192787882,0.00425803065514704,"IGF1R/SOX10/ADCY1/NTRK3/DSG1/SFRP1/TGFBR3/PLAT/ABHD2/NEFL/UCP1/HPCA/SCNN1G/CCND1/PTGER2/PTGFR/SCNN1D/MAOB/FOS/FOSB/ADCY8/PCK1/TACR1/NPAS4/TAT/P2RY4/GABRB1/CSN1S1",28
"GO:0035270","BP","GO:0035270","endocrine system development","21/1218","137/18614",0.000224004694882575,0.00514612192787882,0.00425803065514704,"INSM1/PCSK1/FGF10/FGF2/CGA/WNT4/WNT11/ASCL1/GATA3/BMP2/RFX6/APOA1/BMP5/CRHR1/NR0B1/SIX3/NR5A1/GHRH/DRD2/NKX2-5/SOX3",21
"GO:0021953","BP","GO:0021953","central nervous system neuron differentiation","25/1218","177/18614",0.000224276312229267,0.00514612192787882,0.00425803065514704,"NTRK2/BMPR1B/MAPT/FGFR2/SPTBN4/BTG2/EPHB1/LEP/ASCL1/DLX2/MAP2/EMX1/SLC4A10/NHLH2/CHRNB2/DCLK1/FOXG1/CNTN2/DRD2/NPY/LMX1A/FOXN4/GABRB1/POU4F1/TBR1",25
"GO:0006865","BP","GO:0006865","amino acid transport","22/1218","147/18614",0.000228084602741884,0.00520982386715399,0.00431073924115169,"NPY5R/TRH/NTRK2/SLC6A15/SLC7A4/GFAP/SLC7A3/GJA1/ABAT/LEP/SLC1A2/SV2A/ATP1A2/SLC7A2/SLC38A11/GRM7/SLC7A14/SLC7A10/SLC17A8/SLC1A1/SYT4/SLC6A14",22
"GO:0043523","BP","GO:0043523","regulation of neuron apoptotic process","29/1218","219/18614",0.000230488942479407,0.00523119936940748,0.00432842586909018,"BCL2/MAG/NTRK2/GDF5/IL6ST/BDNF/CITED1/BTG2/PTPRZ1/NEFL/NTF4/ASCL1/CX3CR1/NES/CCND1/GATA3/EN1/NTF3/FZD9/PAK3/GABRA5/NPPC/EPHA7/GRM4/SLC1A1/RAPSN/POU4F1/FGF20/MT3",29
"GO:0099504","BP","GO:0099504","synaptic vesicle cycle","27/1218","198/18614",0.000231092999084364,0.00523119936940748,0.00432842586909018,"RIMS4/ATP6V1B1/PRRT2/CPLX1/SNAP25/SYN1/SYT1/DOC2A/SYN2/SV2A/DNAJC6/SYP/SYT9/ABCA13/BSN/SV2B/SNAP91/SYT8/SLC18A1/DOC2B/NLGN1/CPLX2/NPY/SLC17A8/P2RY4/SYT4/UNC13A",27
"GO:0002793","BP","GO:0002793","positive regulation of peptide secretion","18/1218","109/18614",0.00024102754517952,0.00543172789315275,0.00449434821086624,"TRH/IRS2/ABAT/NNAT/CHRM3/ADCYAP1/BAIAP3/RFX6/SLC30A8/MYRIP/GCK/ADCY8/DOC2B/GHRH/DRD2/RBP4/SPINK1/NR0B2",18
"GO:0046887","BP","GO:0046887","positive regulation of hormone secretion","21/1218","138/18614",0.000248241540955651,0.0055432863862623,0.0045866545126134,"TRH/IRS2/EDN3/ABAT/NNAT/CHRM3/LEP/ADCYAP1/BAIAP3/RFX6/SLC30A8/MYRIP/GCK/ADCY8/DOC2B/GHRH/TACR1/DRD2/RBP4/SPINK1/NR0B2",21
"GO:0061326","BP","GO:0061326","renal tubule development","17/1218","100/18614",0.000248848177587107,0.0055432863862623,0.0045866545126134,"BCL2/OSR1/IRX1/WNK4/FGF2/WNT4/CITED1/SOX8/WNT11/EYA1/MYC/GATA3/BMP2/GREB1L/POU3F3/UMOD/CALB1",17
"GO:0007601","BP","GO:0007601","visual perception","29/1218","220/18614",0.000249272188922651,0.0055432863862623,0.0045866545126134,"COL2A1/NXNL2/RGS9/PDE6B/NDP/NR2E3/SLITRK6/GLRB/CACNB2/MYO3B/CACNA1F/CRB1/CLDN19/SLC4A10/MYO3A/RGR/CHRNB2/SFRP5/RDH5/RLBP1/LAMC3/RP1/EYA4/KERA/RD3/SIX3/LCTL/RBP4/RPE65",29
"GO:0110110","BP","GO:0110110","positive regulation of animal organ morphogenesis","9/1218","34/18614",0.000251628089808377,0.00557113419891529,0.00460969649288846,"FGF10/FGF2/WNT4/SOX8/WNT11/GATA3/BMP2/NGFR/ROBO2",9
"GO:0048791","BP","GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","7/1218","21/18614",0.000259968636751849,0.00573066235075691,0.00474169409621391,"RIMS4/SNAP25/SYT1/SYT8/DOC2B/SYT4/UNC13A",7
"GO:0001676","BP","GO:0001676","long-chain fatty acid metabolic process","18/1218","110/18614",0.000270878754415081,0.0059451997925536,0.00491920776896586,"ELOVL2/CYP2A6/CYP2A7/PLP1/CYP2B6/SLC27A6/PTGS2/ALOX12/PLA2G4A/ACSL6/CYP2C8/SLC27A2/ALOXE3/CYP2A13/PLA2G10/CYP1A1/CYP4F2/ALOX12B",18
"GO:0050769","BP","GO:0050769","positive regulation of neurogenesis","30/1218","232/18614",0.000275603378626205,0.00602270933032502,0.00498334110908535,"SOX10/MAG/NTRK2/MAPT/CDON/LRP2/FGF2/WNT3/GFAP/RND2/IL6ST/BDNF/SOX8/CHODL/PTN/PTPRZ1/NEFL/ASCL1/CX3CR1/BMP2/ASPA/IL34/PAK3/DCT/FOXG1/ZNF488/DRD2/ROBO2/IL1RAPL1/CDH4",30
"GO:0048709","BP","GO:0048709","oligodendrocyte differentiation","17/1218","101/18614",0.000281289511790304,0.00609420367174873,0.00504249732452643,"SOX10/MAG/NTRK2/PLP1/DUSP15/SOX8/PTN/PTPRZ1/ASCL1/DLX2/ASPA/IL34/GPR17/VTN/CNTN2/ZNF488/SOX6",17
"GO:0061337","BP","GO:0061337","cardiac conduction","17/1218","101/18614",0.000281289511790304,0.00609420367174873,0.00504249732452643,"KCNE4/SPTBN4/GJA1/CACNB2/SCN4B/KCNJ3/ATP1A2/SCN2B/SCN5A/CACNA1G/KCND3/KCNE1/CASQ2/CTNNA3/ATP2B2/HCN1/NKX2-5",17
"GO:0032355","BP","GO:0032355","response to estradiol","19/1218","120/18614",0.000287054049021692,0.00619251640795514,0.00512384375401743,"ESR1/IGF1R/FGF10/SFRP1/OPRL1/ZNF703/PTGS2/LEP/RAMP3/CCND1/PTGFR/MYOG/AREG/AQP4/SLC6A4/CRYAB/TACR1/POU4F1/CSN1S1",19
"GO:0021983","BP","GO:0021983","pituitary gland development","10/1218","42/18614",0.000296684887666198,0.00637304388484666,0.00527321672680615,"PCSK1/FGF10/FGF2/WNT4/BMP2/NR0B1/SIX3/GHRH/DRD2/SOX3",10
"GO:0050771","BP","GO:0050771","negative regulation of axonogenesis","13/1218","66/18614",0.000298248262494361,0.00637947978420141,0.00527854195172892,"MAG/WNT3/SEMA3B/SEMA6A/SLIT1/SEMA3G/EFNB3/MAP2/SEMA6D/EPHA7/MCF2/DAB1/MT3",13
"GO:0048762","BP","GO:0048762","mesenchymal cell differentiation","32/1218","255/18614",0.000303500283878631,0.00644166023654762,0.00532999162119879,"BCL2/SOX10/OSR1/FOXC1/FGF10/SFRP1/FGFR2/SEMA3B/EDN3/TGFBR3/SEMA6A/WNT4/FOXC2/SOX8/WNT11/ZNF703/IL17RD/SEMA3G/TMEM100/GATA3/BMP2/FRZB/BMP5/EPHA3/HPN/NRTN/SEMA6D/ERBB4/HMGA2/FGF19/SERPINB3/ALX1",32
"GO:0007189","BP","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","21/1218","140/18614",0.000303707435875264,0.00644166023654762,0.00532999162119879,"ADCY1/RAMP1/PTGER3/OPRL1/CHGA/RAMP3/ADCYAP1/PTGER2/PTGFR/GLP1R/CRHR1/MRAP/GPR26/ADRA1D/ADRA1A/ADCY8/ADRB1/GHRH/DRD2/CALCA/LHCGR",21
"GO:0014072","BP","GO:0014072","response to isoquinoline alkaloid","8/1218","28/18614",0.000313533796131498,0.00655100114155362,0.00542046303479956,"PCSK1/FOSB/CNR1/ADCY8/TACR1/DRD2/SLC1A1/OPRK1",8
"GO:0030325","BP","GO:0030325","adrenal gland development","8/1218","28/18614",0.000313533796131498,0.00655100114155362,0.00542046303479956,"INSM1/WNT4/WNT11/ASCL1/APOA1/CRHR1/NR0B1/NR5A1",8
"GO:0043278","BP","GO:0043278","response to morphine","8/1218","28/18614",0.000313533796131498,0.00655100114155362,0.00542046303479956,"PCSK1/FOSB/CNR1/ADCY8/TACR1/DRD2/SLC1A1/OPRK1",8
"GO:0045776","BP","GO:0045776","negative regulation of blood pressure","11/1218","50/18614",0.000314987192764603,0.00655100114155362,0.00542046303479956,"OPRL1/ABAT/GPR37L1/ADIPOQ/GLP1R/CNR1/ADRA1A/ADRB1/DRD2/NPY/CALCA",11
"GO:0008585","BP","GO:0008585","female gonad development","17/1218","102/18614",0.000317336716870553,0.00655100114155362,0.00542046303479956,"PGR/ESR1/BCL2/BMPR1B/PTX3/FOXC1/SFRP1/CGA/WNT4/LEP/GAS2/GDF9/NR5A1/ROBO2/NPPC/ZFP42/LHCGR",17
"GO:0072078","BP","GO:0072078","nephron tubule morphogenesis","14/1218","75/18614",0.000318528494963065,0.00655100114155362,0.00542046303479956,"BCL2/OSR1/IRX1/WNK4/FGF2/WNT4/CITED1/SOX8/WNT11/EYA1/MYC/GATA3/BMP2/GREB1L",14
"GO:0032228","BP","GO:0032228","regulation of synaptic transmission, GABAergic","9/1218","35/18614",0.000319244508879198,0.00655100114155362,0.00542046303479956,"NPY5R/BAIAP3/CA2/CNR1/ADRA1A/TACR1/DRD2/NLGN1/NPAS4",9
"GO:1990806","BP","GO:1990806","ligand-gated ion channel signaling pathway","9/1218","35/18614",0.000319244508879198,0.00655100114155362,0.00542046303479956,"GRIA2/PLP1/GRIA1/CHRM3/GRIK1/GRIK3/GRIN2C/GRIK4/GRIN2A",9
"GO:0061101","BP","GO:0061101","neuroendocrine cell differentiation","6/1218","16/18614",0.000350981268837236,0.00717309087081119,0.00593519571594354,"INSM1/FGF2/WNT4/WNT11/ASCL1/BMP2",6
"GO:0019233","BP","GO:0019233","sensory perception of pain","17/1218","103/18614",0.000357316656374726,0.00727312290878878,0.00601796473894275,"NPY1R/OPRL1/TAC1/EPHB1/PTGS2/TMEM100/SMR3B/TRPA1/PTGES/HTR2A/CHRNB2/ALOXE3/CNR1/GRIN2A/TACR1/CALCA/OPRK1",17
"GO:0099565","BP","GO:0099565","chemical synaptic transmission, postsynaptic","20/1218","132/18614",0.000365786617851165,0.00741562589121559,0.00613587528908655,"GABRP/GLRA3/MPP2/GLRB/ABAT/CHRNA9/CHRNB2/GRIN2C/GABRA5/GRIN2A/SEZ6/GABRR1/DRD2/NLGN1/NPAS4/CELF4/GABRB1/GABRG1/GABRA4/GABRA1",20
"GO:0086003","BP","GO:0086003","cardiac muscle cell contraction","14/1218","76/18614",0.000367314391719001,0.00741681219759008,0.0061368568688042,"KCNE4/NOS1AP/GJA1/CACNB2/SCN4B/KCNJ3/ATP1A2/SCN2B/SCN5A/CACNA1G/KCND3/KCNE1/CTNNA3/GATA4",14
"GO:0001547","BP","GO:0001547","antral ovarian follicle growth","5/1218","11/18614",0.000393927208857742,0.00782891555241686,0.00647784154474729,"ESR1/BMPR1B/PTX3/GAS2/NPPC",5
"GO:0007343","BP","GO:0007343","egg activation","5/1218","11/18614",0.000393927208857742,0.00782891555241686,0.00647784154474729,"NLRP5/PLAT/ASTL/WBP2NL/ZP4",5
"GO:0031340","BP","GO:0031340","positive regulation of vesicle fusion","5/1218","11/18614",0.000393927208857742,0.00782891555241686,0.00647784154474729,"PRRT2/SYT1/DOC2A/SYT9/DOC2B",5
"GO:0048755","BP","GO:0048755","branching morphogenesis of a nerve","5/1218","11/18614",0.000393927208857742,0.00782891555241686,0.00647784154474729,"FGFR2/DLX2/DRD2/EPHA7/BCL11A",5
"GO:0014706","BP","GO:0014706","striated muscle tissue development","32/1218","259/18614",0.000400876310584264,0.00791099830962201,0.00654575888159566,"LRP2/FOXC1/FGF2/FGFR2/TGFBR3/GJA1/FOXC2/EYA1/FGF9/TNNC1/PGM5/BMP2/SGCG/MYO18B/GJB6/MYH11/BMP5/SCN5A/KCNK2/CACNA1G/ADRA1A/ERBB4/NKX2-5/SOX6/RBP4/PI16/MYH7/POU4F1/ACTC1/FGF20/GATA4/XIRP2",32
"GO:0048730","BP","GO:0048730","epidermis morphogenesis","9/1218","36/18614",0.000401191673388121,0.00791099830962201,0.00654575888159566,"BCL2/FGF10/FGFR2/KLK14/KRT17/NGFR/SOSTDC1/TP63/PLA2G10",9
"GO:0061180","BP","GO:0061180","mammary gland epithelium development","13/1218","68/18614",0.00040511373151754,0.00795725337237564,0.00658403148335694,"PGR/ESR1/FGF10/FGF2/WNT3/FGFR2/WNT4/ZNF703/CCND1/GATA3/AREG/SOSTDC1/ERBB4",13
"GO:0010996","BP","GO:0010996","response to auditory stimulus","8/1218","29/18614",0.000408344825986238,0.00795878255435726,0.00658529676697172,"SLITRK6/PTN/CHRNA9/SLC26A5/ATP1A2/KCNC1/TACR1/DRD2",8
"GO:0099625","BP","GO:0099625","ventricular cardiac muscle cell membrane repolarization","8/1218","29/18614",0.000408344825986238,0.00795878255435726,0.00658529676697172,"KCNE4/NOS1AP/SCN4B/KCNJ3/SCN2B/SCN5A/KCND3/KCNE1",8
"GO:0044706","BP","GO:0044706","multi-multicellular organism process","28/1218","216/18614",0.000416390100938804,0.00808437395976571,0.00668921425313836,"STC2/PGR/ESR1/BCL2/RLN2/DSG1/NDP/TEKT3/WNT4/GJA1/PTN/KLK14/TAC1/PTGS2/LEP/ADCYAP1/RLN1/PTGFR/AQP4/SLC6A4/CRHR1/FOS/FOSB/CNR1/TACR1/CALCA/CYP1A1/PZP",28
"GO:0045685","BP","GO:0045685","regulation of glial cell differentiation","14/1218","77/18614",0.00042234486521396,0.00813739267022927,0.00673308326705099,"MAG/NTRK3/DUSP15/IL6ST/GPR37L1/PTN/PTPRZ1/DLX2/BMP2/ASPA/IL34/CNTN2/ZNF488/DAB1",14
"GO:0072088","BP","GO:0072088","nephron epithelium morphogenesis","14/1218","77/18614",0.00042234486521396,0.00813739267022927,0.00673308326705099,"BCL2/OSR1/IRX1/WNK4/FGF2/WNT4/CITED1/SOX8/WNT11/EYA1/MYC/GATA3/BMP2/GREB1L",14
"GO:0055008","BP","GO:0055008","cardiac muscle tissue morphogenesis","12/1218","60/18614",0.000435533841873752,0.00835960012843611,0.00691694330420271,"LRP2/FOXC1/FGFR2/TGFBR3/FOXC2/TNNC1/BMP2/NKX2-5/MYH7/POU4F1/ACTC1/XIRP2",12
"GO:0060079","BP","GO:0060079","excitatory postsynaptic potential","19/1218","124/18614",0.000439565139469599,0.00840501827288839,0.00695452341872156,"GABRP/GLRA3/MPP2/GLRB/CHRNA9/CHRNB2/GRIN2C/GABRA5/GRIN2A/SEZ6/GABRR1/DRD2/NLGN1/NPAS4/CELF4/GABRB1/GABRG1/GABRA4/GABRA1",19
"GO:1903539","BP","GO:1903539","protein localization to postsynaptic membrane","10/1218","44/18614",0.000443975376833215,0.00845731208397762,0.00699779263266811,"CPLX1/SNAP25/ZDHHC2/NPTX1/LHFPL4/GRIN2C/ERBB4/GRIN2A/LGI1/RAPSN",10
"GO:0048565","BP","GO:0048565","digestive tract development","20/1218","134/18614",0.000446915398566891,0.00848131177430702,0.00701765057979195,"BCL2/SOX10/PYY/FGF10/SFRP1/FGFR2/IL6ST/WNT11/CCDC103/FGF9/ASCL1/CCKBR/FOXL1/SFRP5/ALX4/TP63/NPY/CYP1A1/GATA4/CDX2",20
"GO:0086009","BP","GO:0086009","membrane repolarization","11/1218","52/18614",0.000451639859650474,0.00853886895698725,0.00706527483971253,"KCNE4/NOS1AP/SCN4B/KCNJ3/ATP1A2/SCN2B/KCNIP2/SCN5A/KCND3/KCNE1/CASQ2",11
"GO:0008406","BP","GO:0008406","gonad development","29/1218","228/18614",0.000455516485551366,0.00858002693680334,0.00709932998691209,"PGR/ESR1/BCL2/BMPR1B/PTX3/OSR1/LRP2/FOXC1/SFRP1/CGA/WNT4/GFRA1/SOX8/FGF9/LEP/CCND1/GATA3/GAS2/NHLH2/KCNE1/ADAM29/GDF9/NR0B1/NR5A1/ROBO2/NPPC/ZFP42/GATA4/LHCGR",29
"GO:0044703","BP","GO:0044703","multi-organism reproductive process","27/1218","207/18614",0.000474372677204021,0.00890198243318179,0.00736572405848389,"STC2/PGR/ESR1/BCL2/RLN2/DSG1/NDP/WNT4/GJA1/PTN/KLK14/TAC1/PTGS2/LEP/ADCYAP1/RLN1/PTGFR/AQP4/SLC6A4/CRHR1/FOS/FOSB/CNR1/TACR1/CALCA/CYP1A1/PZP",27
"GO:0006883","BP","GO:0006883","intracellular sodium ion homeostasis","7/1218","23/18614",0.000488290853301161,0.00906210377744213,0.00749821248412928,"TMPRSS3/SCNN1G/ATP1A2/SCNN1D/ATP1A4/UMOD/ATP12A",7
"GO:0032891","BP","GO:0032891","negative regulation of organic acid transport","7/1218","23/18614",0.000488290853301161,0.00906210377744213,0.00749821248412928,"NPY5R/TRH/IRS2/ABAT/LEP/GRM7/CYP4F2",7
"GO:0097164","BP","GO:0097164","ammonium ion metabolic process","7/1218","23/18614",0.000488290853301161,0.00906210377744213,0.00749821248412928,"TRH/CHDH/BCHE/TPH1/ENPP6/HDC/GRIN2A",7
"GO:0015850","BP","GO:0015850","organic hydroxy compound transport","35/1218","296/18614",0.000504219124224409,0.00929380580397122,0.00768992856580153,"AGTR1/WNK4/SCARB1/ABAT/SYT1/CARTPT/CHGA/LEP/SLCO1A2/APOA1/ABCA8/HTR2A/ADIPOQ/SLC6A4/SYT9/CRHR1/ABCA13/MAOB/CHRNB2/SYT8/CNR1/SLC18A1/AQP7/PLA2G10/DRD2/FGF19/MAPK15/RBP4/SLC6A2/SYT4/FGF20/OPRK1/AQP7P3/SYT10/NR0B2",35
"GO:1901890","BP","GO:1901890","positive regulation of cell junction assembly","17/1218","106/18614",0.000504457763527756,0.00929380580397122,0.00768992856580153,"NTRK2/SFRP1/CBLN2/BDNF/WNT4/SLITRK6/CLSTN2/EPHB1/CLDN19/AMIGO2/MYOC/LRRN3/SLITRK3/NLGN1/IL1RAPL1/LRTM2/LRRTM1",17
"GO:0060042","BP","GO:0060042","retina morphogenesis in camera-type eye","12/1218","61/18614",0.000510390279659278,0.00930649292828322,0.00770042621140792,"NTRK2/CDON/SOX8/CRB1/SDK2/RP1/HCN1/RBP4/FOXN4/SLC1A1/CALB1/RPE65",12
"GO:0031649","BP","GO:0031649","heat generation","6/1218","17/18614",0.000512520807064726,0.00930649292828322,0.00770042621140792,"PTGER3/ABAT/PTGS2/PTGES/CNR1/ADRB1",6
"GO:0098915","BP","GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential","6/1218","17/18614",0.000512520807064726,0.00930649292828322,0.00770042621140792,"KCNE4/NOS1AP/KCNJ3/SCN2B/KCND3/KCNE1",6
"GO:0099509","BP","GO:0099509","regulation of presynaptic cytosolic calcium ion concentration","6/1218","17/18614",0.000512520807064726,0.00930649292828322,0.00770042621140792,"CACNB2/SV2B/CNR1/NPY/P2RY4/CALB1",6
"GO:0003205","BP","GO:0003205","cardiac chamber development","23/1218","166/18614",0.000518309431612869,0.00937787100638624,0.00775948622765464,"NPY5R/IGF1R/LRP2/FOXC1/FGFR2/TGFBR3/FOXC2/WNT11/TNNC1/GATA3/BMP2/NPY2R/BMP5/SCN5A/KCNK2/GREB1L/ROBO2/NKX2-5/RBP4/MYH7/POU4F1/GATA4/XIRP2",23
"GO:0042572","BP","GO:0042572","retinol metabolic process","11/1218","53/18614",0.000536694682839834,0.00960231672482191,0.0079451982575889,"RDH5/CYP2C8/ADH1A/ADH1B/RBP4/ADH4/CYP3A7/CYP1A1/ADH6/RPE65/ADH7",11
"GO:0062237","BP","GO:0062237","protein localization to postsynapse","10/1218","45/18614",0.000537771295064712,0.00960231672482191,0.0079451982575889,"CPLX1/SNAP25/ZDHHC2/NPTX1/LHFPL4/GRIN2C/ERBB4/GRIN2A/LGI1/RAPSN",10
"GO:1902692","BP","GO:1902692","regulation of neuroblast proliferation","10/1218","45/18614",0.000537771295064712,0.00960231672482191,0.0079451982575889,"SOX10/CDON/FGF2/BTG2/PTN/CX3CR1/DCT/SIX3/FOXG1/DRD2",10
"GO:0003231","BP","GO:0003231","cardiac ventricle development","19/1218","126/18614",0.000539241298709744,0.00960231672482191,0.0079451982575889,"NPY5R/LRP2/FOXC1/FGFR2/TGFBR3/FOXC2/WNT11/TNNC1/GATA3/NPY2R/SCN5A/KCNK2/GREB1L/ROBO2/NKX2-5/MYH7/POU4F1/GATA4/XIRP2",19
"GO:0055123","BP","GO:0055123","digestive system development","21/1218","146/18614",0.000540225425881423,0.00960231672482191,0.0079451982575889,"BCL2/SOX10/PYY/FGF10/SFRP1/FGFR2/IL6ST/WNT11/CCDC103/FGF9/ASCL1/CCKBR/FOXL1/IGF2/SFRP5/ALX4/TP63/NPY/CYP1A1/GATA4/CDX2",21
"GO:0042063","BP","GO:0042063","gliogenesis","37/1218","320/18614",0.000544539901988793,0.00964504359733132,0.00798055154604443,"SOX10/MAG/NTRK3/NTRK2/MAPT/PLP1/LRP2/FGF10/FGF2/GFAP/AZU1/DUSP15/IL6ST/SOX8/GPR37L1/PTN/PTPRZ1/ASCL1/DLX2/CX3CR1/CRB1/BMP2/EMX1/AREG/ASPA/IL34/MYOC/GPR17/LAMC3/FOXG1/VTN/CNTN2/ZNF488/SOX6/DAB1/MT3/CDK5R2",37
"GO:0061333","BP","GO:0061333","renal tubule morphogenesis","14/1218","79/18614",0.000553717465775759,0.00977330687844766,0.00808667980934196,"BCL2/OSR1/IRX1/WNK4/FGF2/WNT4/CITED1/SOX8/WNT11/EYA1/MYC/GATA3/BMP2/GREB1L",14
"GO:1902414","BP","GO:1902414","protein localization to cell junction","17/1218","107/18614",0.000563891413238571,0.00991820158198015,0.00820656932965578,"MAPT/CPLX1/SNAP25/KIF5A/ZDHHC2/NPTX1/LHFPL4/GRIN2C/BSN/ERBB4/GRIN2A/SLITRK3/NLGN1/LGI1/NPHS1/RAPSN/LRRTM1",17
"GO:0050905","BP","GO:0050905","neuromuscular process","22/1218","157/18614",0.000580783097405219,0.0101798370684081,0.00842305310856692,"PRRT2/SLITRK6/GLRB/SYNM/NEFL/TNNC1/ASCL1/NPAS1/IGDCC3/CASQ1/STAC/TNNI2/NR4A1/GRIN2C/TNNT3/KCNH1/GRIN2A/TMEM150C/DRD2/MYH7/POU4F1/PCDH15",22
"GO:0022617","BP","GO:0022617","extracellular matrix disassembly","12/1218","62/18614",0.000595778747510512,0.0103751441484463,0.00858465509655415,"KLK5/ADAMTS15/TMPRSS6/MMP7/KLK7/HPN/CTSG/PRSS1/CMA1/MMP20/ELANE/WDR72",12
"GO:0043279","BP","GO:0043279","response to alkaloid","16/1218","98/18614",0.000596036411063676,0.0103751441484463,0.00858465509655415,"PCSK1/BCHE/ABAT/SLC1A2/RYR3/EN1/HTR2A/CASQ2/CHRNB2/FOSB/CNR1/ADCY8/TACR1/DRD2/SLC1A1/OPRK1",16
"GO:0048738","BP","GO:0048738","cardiac muscle tissue development","30/1218","243/18614",0.00060682954602371,0.010526720097346,0.00871007284724935,"LRP2/FOXC1/FGF2/FGFR2/TGFBR3/GJA1/FOXC2/FGF9/TNNC1/BMP2/SGCG/MYO18B/GJB6/MYH11/BMP5/SCN5A/KCNK2/CACNA1G/ADRA1A/ERBB4/NKX2-5/SOX6/RBP4/PI16/MYH7/POU4F1/ACTC1/FGF20/GATA4/XIRP2",30
"GO:0003208","BP","GO:0003208","cardiac ventricle morphogenesis","13/1218","71/18614",0.00062538004710695,0.0108055120797169,0.00894075234221298,"NPY5R/LRP2/FOXC1/FGFR2/TGFBR3/FOXC2/TNNC1/GATA3/NPY2R/NKX2-5/MYH7/POU4F1/GATA4",13
"GO:0071248","BP","GO:0071248","cellular response to metal ion","26/1218","200/18614",0.000629607038683499,0.0108055120797169,0.00894075234221298,"ADCY1/SYT1/MT1M/PTGS2/HPCA/RYR3/SCN5A/MYOG/NPTX1/SYT9/KCNK3/FOS/FOSB/SLC13A5/KCNH1/SYT8/FABP4/ADCY8/NLGN1/MT1DP/SLC1A1/SYT4/SLC13A2/CYP1A1/MT3/SYT10",26
"GO:0007193","BP","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","14/1218","80/18614",0.000631463166306751,0.0108055120797169,0.00894075234221298,"NPY1R/OPRL1/GPR37L1/CHRM3/GRIK3/NPY2R/GRM3/GRM7/DRD2/HTR1E/PSAPL1/GRM4/GABBR2/OPRK1",14
"GO:0032890","BP","GO:0032890","regulation of organic acid transport","14/1218","80/18614",0.000631463166306751,0.0108055120797169,0.00894075234221298,"NPY5R/TRH/IRS2/ABAT/LEP/SV2A/ATP1A2/PTGES/PLA2G4A/GRM7/PLA2G10/SLC17A8/SYT4/CYP4F2",14
"GO:0031650","BP","GO:0031650","regulation of heat generation","5/1218","12/18614",0.000638983294891733,0.0108241197067566,0.00895614876061603,"PTGER3/ABAT/PTGS2/PTGES/CNR1",5
"GO:0045161","BP","GO:0045161","neuronal ion channel clustering","5/1218","12/18614",0.000638983294891733,0.0108241197067566,0.00895614876061603,"SPTBN4/KCNIP2/MYOC/GLDN/CNTN2",5
"GO:0099550","BP","GO:0099550","trans-synaptic signaling, modulating synaptic transmission","5/1218","12/18614",0.000638983294891733,0.0108241197067566,0.00895614876061603,"NTRK2/PLAT/EFNB3/CNR1/SYT4",5
"GO:0007190","BP","GO:0007190","activation of adenylate cyclase activity","7/1218","24/18614",0.000650716981145864,0.0109493977360811,0.00905980695153259,"ADCYAP1/VIPR2/GLP1R/CRHR1/ADRB1/CALCA/LHCGR",7
"GO:0098743","BP","GO:0098743","cell aggregation","7/1218","24/18614",0.000650716981145864,0.0109493977360811,0.00905980695153259,"COL2A1/BMPR1B/SOX5/MPZ/MGP/BARX2/SOX6",7
"GO:0060048","BP","GO:0060048","cardiac muscle contraction","20/1218","138/18614",0.000657064211048053,0.0110194688949188,0.00911778558992367,"KCNE4/NOS1AP/GJA1/CACNB2/SCN4B/KCNJ3/CHGA/TNNC1/ATP1A2/SCN2B/SCN5A/CACNA1G/KCND3/KCNE1/CASQ2/CTNNA3/ADRA1A/NKX2-5/MYH7/GATA4",20
"GO:0045762","BP","GO:0045762","positive regulation of adenylate cyclase activity","8/1218","31/18614",0.000667665010975973,0.0111019771386654,0.00918605498503301,"ADCYAP1/HPCA/VIPR2/GLP1R/CRHR1/ADRB1/CALCA/LHCGR",8
"GO:0007568","BP","GO:0007568","aging","23/1218","169/18614",0.000668483136881244,0.0111019771386654,0.00918605498503301,"NPY5R/IGF1R/FGF2/KRT14/GFRA1/KRT16/ABAT/RGN/PTGS2/SLC1A2/GJB6/HTR2A/FOS/CNR1/ADRA1A/FOXG1/CRYAB/NR5A1/IGFBP1/TP63/NPY/CALCA/CYP1A1",23
